;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 02.04.2020 11:34:22
;----------------------------------------------

;Address Opcode 	ASM
0x18E4	0x07EA      	DECF        FARG_strncmp_len, 1, 1
0x18E6	0x5200      	MOVF        R0, 1 
0x18E8	0xE02E      	BZ          L_strncmp59
;__Lib_CString.c,229 :: 		
0x18EA	0xFFE9C1E6  	MOVFF       FARG_strncmp_s1, FSR0
0x18EE	0xFFEAC1E7  	MOVFF       FARG_strncmp_s1+1, FSR0H
0x18F2	0x50EE      	MOVF        POSTINC0, 0 
0x18F4	0x0A00      	XORLW       0
0x18F6	0xE00E      	BZ          L__strncmp85
0x18F8	0xFFE9C1E8  	MOVFF       FARG_strncmp_s2, FSR0
0x18FC	0xFFEAC1E9  	MOVFF       FARG_strncmp_s2+1, FSR0H
0x1900	0xF001CFEE  	MOVFF       POSTINC0, R1
0x1904	0xFFE9C1E6  	MOVFF       FARG_strncmp_s1, FSR0
0x1908	0xFFEAC1E7  	MOVFF       FARG_strncmp_s1+1, FSR0H
0x190C	0x50EE      	MOVF        POSTINC0, 0 
0x190E	0x1801      	XORWF       R1, 0 
0x1910	0xE101      	BNZ         L__strncmp85
0x1912	0xD013      	BRA         L_strncmp62
L__strncmp85:
;__Lib_CString.c,230 :: 		
0x1914	0xFFE9C1E6  	MOVFF       FARG_strncmp_s1, FSR0
0x1918	0xFFEAC1E7  	MOVFF       FARG_strncmp_s1+1, FSR0H
0x191C	0xF001CFEE  	MOVFF       POSTINC0, R1
0x1920	0xFFE9C1E8  	MOVFF       FARG_strncmp_s2, FSR0
0x1924	0xFFEAC1E9  	MOVFF       FARG_strncmp_s2+1, FSR0H
0x1928	0xF000CFEE  	MOVFF       POSTINC0, R0
0x192C	0x5000      	MOVF        R0, 0 
0x192E	0x5C01      	SUBWF       R1, 0 
0x1930	0x6E00      	MOVWF       R0 
0x1932	0x6A01      	CLRF        R1 
0x1934	0x0E00      	MOVLW       0
0x1936	0x5A01      	SUBWFB      R1, 1 
0x1938	0xD008      	BRA         L_end_strncmp
L_strncmp62:
0x193A	0x0101      	MOVLB       1
;__Lib_CString.c,231 :: 		
0x193C	0x4BE6      	INFSNZ      FARG_strncmp_s1, 1, 1
0x193E	0x2BE7      	INCF        FARG_strncmp_s1+1, 1, 1
;__Lib_CString.c,232 :: 		
0x1940	0x4BE8      	INFSNZ      FARG_strncmp_s2, 1, 1
0x1942	0x2BE9      	INCF        FARG_strncmp_s2+1, 1, 1
;__Lib_CString.c,233 :: 		
0x1944	0xD7CC      	BRA         L_strncmp58
L_strncmp59:
;__Lib_CString.c,234 :: 		
0x1946	0x6A00      	CLRF        R0 
0x1948	0x6A01      	CLRF        R1 
;__Lib_CString.c,235 :: 		
L_end_strncmp:
0x194A	0x0012      	RETURN      0
; end of _strncmp
_HID_Read:
;__Lib_USB_genHID.c,4536 :: 		
;__Lib_USB_genHID.c,4537 :: 		
0x194C	0xF1EBC1A1  	MOVFF       __Lib_USB_genHID_USB_Read_Buffer, FARG_Gen_Read_readbuff
0x1950	0xF1ECC1A2  	MOVFF       __Lib_USB_genHID_USB_Read_Buffer+1, FARG_Gen_Read_readbuff+1
0x1954	0x0E40      	MOVLW       64
0x1956	0x0101      	MOVLB       1
0x1958	0x6FED      	MOVWF       FARG_Gen_Read_length, 1
0x195A	0x0E01      	MOVLW       1
0x195C	0x6FEE      	MOVWF       FARG_Gen_Read_ep, 1
0x195E	0xDD3C      	RCALL       _Gen_Read
;__Lib_USB_genHID.c,4538 :: 		
L_end_HID_Read:
0x1960	0x0012      	RETURN      0
; end of _HID_Read
_USB_Interrupt_Proc:
;__Lib_USB_genHID.c,2725 :: 		
;__Lib_USB_genHID.c,2728 :: 		
0x1962	0x0101      	MOVLB       1
0x1964	0x5196      	MOVF        __Lib_USB_genHID_USBDeviceState, 0, 1
0x1966	0x0A01      	XORLW       1
0x1968	0xE107      	BNZ         L_USB_Interrupt_Proc50
;__Lib_USB_genHID.c,2739 :: 		
0x196A	0xBA6D      	BTFSC       SE0_bit, 5 
0x196C	0xD005      	BRA         L_USB_Interrupt_Proc51
;__Lib_USB_genHID.c,2741 :: 		
0x196E	0x6A68      	CLRF        UIR 
;__Lib_USB_genHID.c,2743 :: 		
0x1970	0x8069      	BSF         URSTIE_bit, 0 
;__Lib_USB_genHID.c,2744 :: 		
0x1972	0x8869      	BSF         IDLEIE_bit, 4 
;__Lib_USB_genHID.c,2745 :: 		
0x1974	0x0E02      	MOVLW       2
0x1976	0x6F96      	MOVWF       __Lib_USB_genHID_USBDeviceState, 1
;__Lib_USB_genHID.c,2746 :: 		
L_USB_Interrupt_Proc51:
;__Lib_USB_genHID.c,2747 :: 		
L_USB_Interrupt_Proc50:
;__Lib_USB_genHID.c,2752 :: 		
0x1978	0xA468      	BTFSS       ACTVIF_bit, 2 
0x197A	0xD005      	BRA         L_USB_Interrupt_Proc54
0x197C	0xA469      	BTFSS       ACTVIE_bit, 2 
0x197E	0xD003      	BRA         L_USB_Interrupt_Proc54
L__USB_Interrupt_Proc266:
;__Lib_USB_genHID.c,2758 :: 		
0x1980	0x0EFB      	MOVLW       251
0x1982	0x1668      	ANDWF       UIR, 1 
;__Lib_USB_genHID.c,2759 :: 		
0x1984	0xDDD5      	RCALL       __Lib_USB_genHID_USB_Wake_From_Suspend
;__Lib_USB_genHID.c,2761 :: 		
L_USB_Interrupt_Proc54:
;__Lib_USB_genHID.c,2765 :: 		
0x1986	0xA26D      	BTFSS       SUSPND_bit, 1 
0x1988	0xD002      	BRA         L_USB_Interrupt_Proc55
;__Lib_USB_genHID.c,2771 :: 		
0x198A	0xDDE6      	RCALL       __Lib_USB_genHID_USB_Clear_Interrupt
;__Lib_USB_genHID.c,2772 :: 		
0x198C	0xD07A      	BRA         L_end_USB_Interrupt_Proc
;__Lib_USB_genHID.c,2773 :: 		
L_USB_Interrupt_Proc55:
;__Lib_USB_genHID.c,2785 :: 		
0x198E	0xA068      	BTFSS       URSTIF_bit, 0 
0x1990	0xD018      	BRA         L_USB_Interrupt_Proc58
0x1992	0xA069      	BTFSS       URSTIE_bit, 0 
0x1994	0xD016      	BRA         L_USB_Interrupt_Proc58
L__USB_Interrupt_Proc265:
;__Lib_USB_genHID.c,2787 :: 		
0x1996	0xDD87      	RCALL       __Lib_USB_genHID_USB_Device_Init
;__Lib_USB_genHID.c,2788 :: 		
0x1998	0x0E04      	MOVLW       4
0x199A	0x6F96      	MOVWF       __Lib_USB_genHID_USBDeviceState, 1
;__Lib_USB_genHID.c,2797 :: 		
0x199C	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x199E	0x0104      	MOVLB       4
0x19A0	0x6F02      	MOVWF       1026, 1
0x19A2	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x19A4	0x6F03      	MOVWF       1027, 1
;__Lib_USB_genHID.c,2798 :: 		
0x19A6	0x0E08      	MOVLW       8
0x19A8	0x6F01      	MOVWF       1025, 1
;__Lib_USB_genHID.c,2799 :: 		
0x19AA	0x0E00      	MOVLW       0
0x19AC	0x1500      	ANDWF       __Lib_USB_genHID_BDT, 0, 1
0x19AE	0x6E00      	MOVWF       R0 
0x19B0	0xF400C000  	MOVFF       R0, __Lib_USB_genHID_BDT
;__Lib_USB_genHID.c,2800 :: 		
0x19B4	0x0E8C      	MOVLW       140
0x19B6	0x1100      	IORWF       __Lib_USB_genHID_BDT, 0, 1
0x19B8	0x6E00      	MOVWF       R0 
0x19BA	0xF400C000  	MOVFF       R0, __Lib_USB_genHID_BDT
;__Lib_USB_genHID.c,2803 :: 		
0x19BE	0x0EFE      	MOVLW       254
0x19C0	0x1668      	ANDWF       UIR, 1 
;__Lib_USB_genHID.c,2804 :: 		
L_USB_Interrupt_Proc58:
;__Lib_USB_genHID.c,2809 :: 		
0x19C2	0xA868      	BTFSS       IDLEIF_bit, 4 
0x19C4	0xD005      	BRA         L_USB_Interrupt_Proc61
0x19C6	0xA869      	BTFSS       IDLEIE_bit, 4 
0x19C8	0xD003      	BRA         L_USB_Interrupt_Proc61
L__USB_Interrupt_Proc264:
;__Lib_USB_genHID.c,2812 :: 		
0x19CA	0xDE6C      	RCALL       __Lib_USB_genHID_USB_Suspend
;__Lib_USB_genHID.c,2815 :: 		
0x19CC	0x0EEF      	MOVLW       239
0x19CE	0x1668      	ANDWF       UIR, 1 
;__Lib_USB_genHID.c,2816 :: 		
L_USB_Interrupt_Proc61:
;__Lib_USB_genHID.c,2818 :: 		
0x19D0	0xAC68      	BTFSS       SOFIF_bit, 6 
0x19D2	0xD012      	BRA         L_USB_Interrupt_Proc64
0x19D4	0xAC69      	BTFSS       SOFIE_bit, 6 
0x19D6	0xD010      	BRA         L_USB_Interrupt_Proc64
L__USB_Interrupt_Proc263:
;__Lib_USB_genHID.c,2820 :: 		
0x19D8	0x0E73      	MOVLW       115
0x19DA	0x0101      	MOVLB       1
0x19DC	0x6FFF      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 1
0x19DE	0x0E00      	MOVLW       0
0x19E0	0x0102      	MOVLB       2
0x19E2	0x6F00      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 1
0x19E4	0x6B01      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata, 1
0x19E6	0x6B02      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata+1, 1
0x19E8	0x0E01      	MOVLW       1
0x19EA	0x6F03      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_size, 1
0x19EC	0x0E00      	MOVLW       0
0x19EE	0x6F04      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_size+1, 1
0x19F0	0xF002EC75  	CALL        __Lib_USB_genHID_USB_CB_Handler, 0
;__Lib_USB_genHID.c,2821 :: 		
0x19F4	0x0EBF      	MOVLW       191
0x19F6	0x1668      	ANDWF       UIR, 1 
;__Lib_USB_genHID.c,2822 :: 		
L_USB_Interrupt_Proc64:
;__Lib_USB_genHID.c,2824 :: 		
0x19F8	0xAA68      	BTFSS       STALLIF_bit, 5 
0x19FA	0xD003      	BRA         L_USB_Interrupt_Proc67
0x19FC	0xAA69      	BTFSS       STALLIE_bit, 5 
0x19FE	0xD001      	BRA         L_USB_Interrupt_Proc67
L__USB_Interrupt_Proc262:
;__Lib_USB_genHID.c,2826 :: 		
0x1A00	0xDE33      	RCALL       __Lib_USB_genHID_USB_Stall_Handler
;__Lib_USB_genHID.c,2827 :: 		
L_USB_Interrupt_Proc67:
;__Lib_USB_genHID.c,2829 :: 		
0x1A02	0xA268      	BTFSS       UERRIF_bit, 1 
0x1A04	0xD011      	BRA         L_USB_Interrupt_Proc70
0x1A06	0xA269      	BTFSS       UERRIE_bit, 1 
0x1A08	0xD00F      	BRA         L_USB_Interrupt_Proc70
L__USB_Interrupt_Proc261:
;__Lib_USB_genHID.c,2831 :: 		
0x1A0A	0x0EFF      	MOVLW       255
0x1A0C	0x0101      	MOVLB       1
0x1A0E	0x6FFF      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 1
0x1A10	0x0E3F      	MOVLW       63
0x1A12	0x0102      	MOVLB       2
0x1A14	0x6F00      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 1
0x1A16	0x6B01      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata, 1
0x1A18	0x6B02      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata+1, 1
0x1A1A	0x0E01      	MOVLW       1
0x1A1C	0x6F03      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_size, 1
0x1A1E	0x0E00      	MOVLW       0
0x1A20	0x6F04      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_size+1, 1
0x1A22	0xF002EC75  	CALL        __Lib_USB_genHID_USB_CB_Handler, 0
;__Lib_USB_genHID.c,2832 :: 		
0x1A26	0x6A6A      	CLRF        UEIR 
;__Lib_USB_genHID.c,2833 :: 		
L_USB_Interrupt_Proc70:
;__Lib_USB_genHID.c,2840 :: 		
0x1A28	0x0E04      	MOVLW       4
0x1A2A	0x0101      	MOVLB       1
0x1A2C	0x5D96      	SUBWF       __Lib_USB_genHID_USBDeviceState, 0, 1
0x1A2E	0xE202      	BC          L_USB_Interrupt_Proc71
;__Lib_USB_genHID.c,2842 :: 		
0x1A30	0xDD93      	RCALL       __Lib_USB_genHID_USB_Clear_Interrupt
;__Lib_USB_genHID.c,2843 :: 		
0x1A32	0xD027      	BRA         L_end_USB_Interrupt_Proc
;__Lib_USB_genHID.c,2844 :: 		
L_USB_Interrupt_Proc71:
;__Lib_USB_genHID.c,2849 :: 		
0x1A34	0xA669      	BTFSS       TRNIE_bit, 3 
0x1A36	0xD024      	BRA         L_USB_Interrupt_Proc72
;__Lib_USB_genHID.c,2851 :: 		
0x1A38	0x6BFA      	CLRF        USB_Interrupt_Proc_i_L0, 1
L_USB_Interrupt_Proc73:
0x1A3A	0x0E04      	MOVLW       4
0x1A3C	0x5DFA      	SUBWF       USB_Interrupt_Proc_i_L0, 0, 1
0x1A3E	0xE220      	BC          L_USB_Interrupt_Proc74
;__Lib_USB_genHID.c,2853 :: 		
0x1A40	0xA668      	BTFSS       TRNIF_bit, 3 
0x1A42	0xD01A      	BRA         L_USB_Interrupt_Proc76
;__Lib_USB_genHID.c,2859 :: 		
0x1A44	0xF1E0CF6C  	MOVFF       USTAT, __Lib_USB_genHID_USTATcopy
;__Lib_USB_genHID.c,2860 :: 		
0x1A48	0x0EF7      	MOVLW       247
0x1A4A	0x1668      	ANDWF       UIR, 1 
;__Lib_USB_genHID.c,2867 :: 		
0x1A4C	0x0E78      	MOVLW       120
0x1A4E	0x15E0      	ANDWF       __Lib_USB_genHID_USTATcopy, 0, 1
0x1A50	0x6E01      	MOVWF       R1 
0x1A52	0x5001      	MOVF        R1, 0 
0x1A54	0x0A00      	XORLW       0
0x1A56	0xE102      	BNZ         L_USB_Interrupt_Proc77
;__Lib_USB_genHID.c,2869 :: 		
0x1A58	0xDD81      	RCALL       __Lib_USB_genHID_USB_Ctrl_EPService
;__Lib_USB_genHID.c,2870 :: 		
0x1A5A	0xD00D      	BRA         L_USB_Interrupt_Proc78
L_USB_Interrupt_Proc77:
;__Lib_USB_genHID.c,2873 :: 		
0x1A5C	0x0E72      	MOVLW       114
0x1A5E	0x6FFF      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 1
0x1A60	0x0E00      	MOVLW       0
0x1A62	0x0102      	MOVLB       2
0x1A64	0x6F00      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 1
0x1A66	0x0EE0      	MOVLW       __Lib_USB_genHID_USTATcopy
0x1A68	0x6F01      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_pdata, 1
0x1A6A	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_USTATcopy)
0x1A6C	0x6F02      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_pdata+1, 1
0x1A6E	0x6B03      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_size, 1
0x1A70	0x6B04      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_size+1, 1
0x1A72	0xF002EC75  	CALL        __Lib_USB_genHID_USB_CB_Handler, 0
;__Lib_USB_genHID.c,2877 :: 		
L_USB_Interrupt_Proc78:
;__Lib_USB_genHID.c,2878 :: 		
0x1A76	0xD001      	BRA         L_USB_Interrupt_Proc79
L_USB_Interrupt_Proc76:
;__Lib_USB_genHID.c,2880 :: 		
0x1A78	0xD003      	BRA         L_USB_Interrupt_Proc74
L_USB_Interrupt_Proc79:
;__Lib_USB_genHID.c,2851 :: 		
0x1A7A	0x0101      	MOVLB       1
0x1A7C	0x2BFA      	INCF        USB_Interrupt_Proc_i_L0, 1, 1
;__Lib_USB_genHID.c,2881 :: 		
0x1A7E	0xD7DD      	BRA         L_USB_Interrupt_Proc73
L_USB_Interrupt_Proc74:
;__Lib_USB_genHID.c,2882 :: 		
L_USB_Interrupt_Proc72:
;__Lib_USB_genHID.c,2884 :: 		
0x1A80	0xDD6B      	RCALL       __Lib_USB_genHID_USB_Clear_Interrupt
;__Lib_USB_genHID.c,2885 :: 		
L_end_USB_Interrupt_Proc:
0x1A82	0x0012      	RETURN      0
; end of _USB_Interrupt_Proc
_strcat:
;__Lib_CString.c,94 :: 		
;__Lib_CString.c,97 :: 		
0x1A84	0xF004C1E6  	MOVFF       FARG_strcat_to, R4
0x1A88	0xF005C1E7  	MOVFF       FARG_strcat_to+1, R5
;__Lib_CString.c,98 :: 		
L_strcat22:
0x1A8C	0xFFE9C004  	MOVFF       R4, FSR0
0x1A90	0xFFEAC005  	MOVFF       R5, FSR0H
0x1A94	0x52EE      	MOVF        POSTINC0, 1 
0x1A96	0xE003      	BZ          L_strcat23
;__Lib_CString.c,99 :: 		
0x1A98	0x4A04      	INFSNZ      R4, 1 
0x1A9A	0x2A05      	INCF        R5, 1 
0x1A9C	0xD7F7      	BRA         L_strcat22
L_strcat23:
;__Lib_CString.c,100 :: 		
L_strcat24:
0x1A9E	0xF002C004  	MOVFF       R4, R2
0x1AA2	0xF003C005  	MOVFF       R5, R3
0x1AA6	0x4A04      	INFSNZ      R4, 1 
0x1AA8	0x2A05      	INCF        R5, 1 
0x1AAA	0xF000C1E8  	MOVFF       FARG_strcat_from, R0
0x1AAE	0xF001C1E9  	MOVFF       FARG_strcat_from+1, R1
0x1AB2	0x0101      	MOVLB       1
0x1AB4	0x4BE8      	INFSNZ      FARG_strcat_from, 1, 1
0x1AB6	0x2BE9      	INCF        FARG_strcat_from+1, 1, 1
0x1AB8	0xFFE9C000  	MOVFF       R0, FSR0
0x1ABC	0xFFEAC001  	MOVFF       R1, FSR0H
0x1AC0	0xFFE1C002  	MOVFF       R2, FSR1
0x1AC4	0xFFE2C003  	MOVFF       R3, FSR1H
0x1AC8	0xFFE6CFEE  	MOVFF       POSTINC0, POSTINC1
0x1ACC	0xFFE9C002  	MOVFF       R2, FSR0
0x1AD0	0xFFEAC003  	MOVFF       R3, FSR0H
0x1AD4	0x52EE      	MOVF        POSTINC0, 1 
0x1AD6	0xE001      	BZ          L_strcat25
;__Lib_CString.c,101 :: 		
0x1AD8	0xD7E2      	BRA         L_strcat24
L_strcat25:
;__Lib_CString.c,102 :: 		
0x1ADA	0xF000C1E6  	MOVFF       FARG_strcat_to, R0
0x1ADE	0xF001C1E7  	MOVFF       FARG_strcat_to+1, R1
;__Lib_CString.c,103 :: 		
L_end_strcat:
0x1AE2	0x0012      	RETURN      0
; end of _strcat
_clrUSB:
;USB.c,12 :: 		void clrUSB()
;USB.c,14 :: 		memset(Write_Buffer, 0, sizeof Write_Buffer);
0x1AE4	0x0E10      	MOVLW       _Write_Buffer
0x1AE6	0x0101      	MOVLB       1
0x1AE8	0x6FEB      	MOVWF       FARG_memset_p1, 1
0x1AEA	0x0E05      	MOVLW       hi_addr(_Write_Buffer)
0x1AEC	0x6FEC      	MOVWF       FARG_memset_p1+1, 1
0x1AEE	0x6BED      	CLRF        FARG_memset_character, 1
0x1AF0	0x0E40      	MOVLW       64
0x1AF2	0x6FEE      	MOVWF       FARG_memset_n, 1
0x1AF4	0x0E00      	MOVLW       0
0x1AF6	0x6FEF      	MOVWF       FARG_memset_n+1, 1
0x1AF8	0xDC9E      	RCALL       _memset
;USB.c,15 :: 		while(!HID_Write(&Write_Buffer, sizeof Write_Buffer));
L_clrUSB0:
0x1AFA	0x0E10      	MOVLW       _Write_Buffer
0x1AFC	0x6FEB      	MOVWF       FARG_HID_Write_writebuff, 1
0x1AFE	0x0E05      	MOVLW       hi_addr(_Write_Buffer)
0x1B00	0x6FEC      	MOVWF       FARG_HID_Write_writebuff+1, 1
0x1B02	0x0E40      	MOVLW       64
0x1B04	0x6FED      	MOVWF       FARG_HID_Write_len, 1
0x1B06	0xDC1B      	RCALL       _HID_Write
0x1B08	0x5200      	MOVF        R0, 1 
0x1B0A	0xE101      	BNZ         L_clrUSB1
0x1B0C	0xD7F6      	BRA         L_clrUSB0
L_clrUSB1:
;USB.c,16 :: 		}
L_end_clrUSB:
0x1B0E	0x0012      	RETURN      0
; end of _clrUSB
_HID_Enable:
;__Lib_USB_genHID.c,4527 :: 		
;__Lib_USB_genHID.c,4528 :: 		
0x1B10	0x0E01      	MOVLW       1
0x1B12	0x0101      	MOVLB       1
0x1B14	0x6FA3      	MOVWF       __Lib_USB_genHID__Is_HID, 1
;__Lib_USB_genHID.c,4529 :: 		
0x1B16	0xF1A1C1E6  	MOVFF       FARG_HID_Enable_readbuff, __Lib_USB_genHID_USB_Read_Buffer
0x1B1A	0xF1A2C1E7  	MOVFF       FARG_HID_Enable_readbuff+1, __Lib_USB_genHID_USB_Read_Buffer+1
;__Lib_USB_genHID.c,4530 :: 		
0x1B1E	0xF19FC1E8  	MOVFF       FARG_HID_Enable_writebuff, __Lib_USB_genHID_USB_Write_Buffer
0x1B22	0xF1A0C1E9  	MOVFF       FARG_HID_Enable_writebuff+1, __Lib_USB_genHID_USB_Write_Buffer+1
;__Lib_USB_genHID.c,4531 :: 		
0x1B26	0xDC16      	RCALL       __Lib_USB_genHID_USB_Device_Init_Int
;__Lib_USB_genHID.c,4532 :: 		
0x1B28	0x0E01      	MOVLW       1
0x1B2A	0x6E01      	MOVWF       R1 
0x1B2C	0x5001      	MOVF        R1, 0 
0x1B2E	0x0A01      	XORLW       1
0x1B30	0xE102      	BNZ         L_HID_Enable254
;__Lib_USB_genHID.c,4533 :: 		
0x1B32	0xF009EC84  	CALL        __Lib_USB_genHID_USB_Attach_Device, 0
L_HID_Enable254:
;__Lib_USB_genHID.c,4534 :: 		
L_end_HID_Enable:
0x1B36	0x0012      	RETURN      0
; end of _HID_Enable
_clear_buffer:
;USB.c,46 :: 		void clear_buffer(unsigned char buffer[])
;USB.c,48 :: 		unsigned int i = 0;
0x1B38	0x0101      	MOVLB       1
0x1B3A	0x6BE8      	CLRF        clear_buffer_i_L0, 1
0x1B3C	0x6BE9      	CLRF        clear_buffer_i_L0+1, 1
;USB.c,49 :: 		while(buffer[i] != '\0')
L_clear_buffer2:
0x1B3E	0x51E8      	MOVF        clear_buffer_i_L0, 0, 1
0x1B40	0x25E6      	ADDWF       FARG_clear_buffer_buffer, 0, 1
0x1B42	0x6EE9      	MOVWF       FSR0 
0x1B44	0x51E9      	MOVF        clear_buffer_i_L0+1, 0, 1
0x1B46	0x21E7      	ADDWFC      FARG_clear_buffer_buffer+1, 0, 1
0x1B48	0x6EEA      	MOVWF       FSR0H 
0x1B4A	0x50EE      	MOVF        POSTINC0, 0 
0x1B4C	0x0A00      	XORLW       0
0x1B4E	0xE00A      	BZ          L_clear_buffer3
;USB.c,51 :: 		buffer[i] = '\0';
0x1B50	0x51E8      	MOVF        clear_buffer_i_L0, 0, 1
0x1B52	0x25E6      	ADDWF       FARG_clear_buffer_buffer, 0, 1
0x1B54	0x6EE1      	MOVWF       FSR1 
0x1B56	0x51E9      	MOVF        clear_buffer_i_L0+1, 0, 1
0x1B58	0x21E7      	ADDWFC      FARG_clear_buffer_buffer+1, 0, 1
0x1B5A	0x6EE2      	MOVWF       FSR1H 
0x1B5C	0x6AE6      	CLRF        POSTINC1 
;USB.c,52 :: 		i++;
0x1B5E	0x4BE8      	INFSNZ      clear_buffer_i_L0, 1, 1
0x1B60	0x2BE9      	INCF        clear_buffer_i_L0+1, 1, 1
;USB.c,53 :: 		}
0x1B62	0xD7ED      	BRA         L_clear_buffer2
L_clear_buffer3:
;USB.c,54 :: 		}
L_end_clear_buffer:
0x1B64	0x0012      	RETURN      0
; end of _clear_buffer
_main:
0x1B66	0xF010EC76  	CALL        8428, 0
;USB.c,56 :: 		void main()
;USB.c,58 :: 		UART1_Init(9600);
0x1B6A	0x0E81      	MOVLW       129
0x1B6C	0x6EAF      	MOVWF       SPBRG 
0x1B6E	0x84AC      	BSF         TXSTA, 2, 0
0x1B70	0xDDB2      	RCALL       _UART1_Init
;USB.c,59 :: 		Delay_ms(100);
0x1B72	0x0E03      	MOVLW       3
0x1B74	0x6E0B      	MOVWF       R11, 0
0x1B76	0x0E8A      	MOVLW       138
0x1B78	0x6E0C      	MOVWF       R12, 0
0x1B7A	0x0E55      	MOVLW       85
0x1B7C	0x6E0D      	MOVWF       R13, 0
L_main4:
0x1B7E	0x2E0D      	DECFSZ      R13, 1, 0
0x1B80	0xD7FE      	BRA         L_main4
0x1B82	0x2E0C      	DECFSZ      R12, 1, 0
0x1B84	0xD7FC      	BRA         L_main4
0x1B86	0x2E0B      	DECFSZ      R11, 1, 0
0x1B88	0xD7FA      	BRA         L_main4
0x1B8A	0x0000      	NOP
0x1B8C	0x0000      	NOP
;USB.c,60 :: 		UART1_Write_Text_Newline("USB Test Program");
0x1B8E	0x0E8C      	MOVLW       ?lstr1_USB
0x1B90	0x0101      	MOVLB       1
0x1B92	0x6FE6      	MOVWF       FARG_UART1_Write_Text_Newline_msg, 1
0x1B94	0x0E00      	MOVLW       hi_addr(?lstr1_USB)
0x1B96	0x6FE7      	MOVWF       FARG_UART1_Write_Text_Newline_msg+1, 1
0x1B98	0xDE0B      	RCALL       _UART1_Write_Text_Newline
;USB.c,62 :: 		ADCON1 |= 0x0F;          // Configure AN pins as digital
0x1B9A	0x0E0F      	MOVLW       15
0x1B9C	0x12C1      	IORWF       ADCON1, 1 
;USB.c,63 :: 		CMCON |= 7;            // Disable comparators
0x1B9E	0x0E07      	MOVLW       7
0x1BA0	0x12B4      	IORWF       CMCON, 1 
;USB.c,64 :: 		TRISA = 0x00;
0x1BA2	0x6A92      	CLRF        TRISA 
;USB.c,65 :: 		TRISB = 0x00;
0x1BA4	0x6A93      	CLRF        TRISB 
;USB.c,66 :: 		TRISC = 0x80;
0x1BA6	0x0E80      	MOVLW       128
0x1BA8	0x6E94      	MOVWF       TRISC 
;USB.c,67 :: 		PORTB.B0 = 0;
0x1BAA	0x9081      	BCF         PORTB, 0 
;USB.c,69 :: 		Lcd_Init();            // Initialize Lcd8
0x1BAC	0xDE0E      	RCALL       _Lcd_Init
;USB.c,70 :: 		Delay_ms(100);
0x1BAE	0x0E03      	MOVLW       3
0x1BB0	0x6E0B      	MOVWF       R11, 0
0x1BB2	0x0E8A      	MOVLW       138
0x1BB4	0x6E0C      	MOVWF       R12, 0
0x1BB6	0x0E55      	MOVLW       85
0x1BB8	0x6E0D      	MOVWF       R13, 0
L_main5:
0x1BBA	0x2E0D      	DECFSZ      R13, 1, 0
0x1BBC	0xD7FE      	BRA         L_main5
0x1BBE	0x2E0C      	DECFSZ      R12, 1, 0
0x1BC0	0xD7FC      	BRA         L_main5
0x1BC2	0x2E0B      	DECFSZ      R11, 1, 0
0x1BC4	0xD7FA      	BRA         L_main5
0x1BC6	0x0000      	NOP
0x1BC8	0x0000      	NOP
;USB.c,71 :: 		Lcd_Cmd(_LCD_CLEAR);       // Clear display
0x1BCA	0x0E01      	MOVLW       1
0x1BCC	0x6FF0      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1BCE	0xF009EC42  	CALL        _Lcd_Cmd, 0
;USB.c,72 :: 		Delay_ms(100);
0x1BD2	0x0E03      	MOVLW       3
0x1BD4	0x6E0B      	MOVWF       R11, 0
0x1BD6	0x0E8A      	MOVLW       138
0x1BD8	0x6E0C      	MOVWF       R12, 0
0x1BDA	0x0E55      	MOVLW       85
0x1BDC	0x6E0D      	MOVWF       R13, 0
L_main6:
0x1BDE	0x2E0D      	DECFSZ      R13, 1, 0
0x1BE0	0xD7FE      	BRA         L_main6
0x1BE2	0x2E0C      	DECFSZ      R12, 1, 0
0x1BE4	0xD7FC      	BRA         L_main6
